revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating
93529.0,7.7,0,0,18000000.0,4.15
205044.0,6.1,0,0,0,2.25
199162.0,5.1,0,0,40000000.0,2.06
89218.0,7.1,0,0,0,3.71
129274.0,7.7,0,0,15000000.0,3.25
33804.0,6.6,0,0,0,2.81
93616.0,6.2,0,0,30000000.0,2.15
40510.0,6.5,0,0,5000000.0,2.31
89304.0,6.5,0,0,28000000.0,2.36
50678.0,7.9,0,0,4000000.0,4.36
56101.0,5.5,0,0,100000000.0,1.56
56163.0,6.3,0,0,100000000.0,1.88
41885.0,5.7,0,0,28000000.0,1.48
26805.0,5.1,0,0,65000000.0,1.17
44552.0,6.8,0,0,0,3.44
25311.0,7.0,0,0,0,3.39
119550.0,6.5,0,0,0,2.5
19774.0,8.5,0,0,3300000.0,3.49
20051.0,7.0,0,0,0,3.58
113040.0,6.6,0,0,0,2.56
16703.0,7.0,0,0,20000000.0,3.83
9812.0,6.8,0,0,0,3.41
53478.0,7.8,0,0,0,3.67
36678.0,7.8,0,0,0,3.81
29620.0,6.8,0,0,0,3.26
37312.0,7.4,0,0,0,4.11
33108.0,8.1,0,0,0,3.63
20202.0,6.8,0,0,0,3.05
11652.0,8.1,0,0,0,3.09
27695.0,7.4,0,0,0,3.03
33478.0,6.6,0,0,0,3.05
5210.0,6.7,0,0,0,3.13
24693.0,7.3,0,0,0,3.51
25257.0,6.5,0,0,0,3.61
40629.0,7.8,0,0,0,3.94
17644.0,7.4,0,0,0,4.01
13134.0,7.1,0,0,0,3.83
31801.0,7.6,0,0,0,4.0
23272.0,8.1,1.0,27.0,0,3.65
51188.0,7.0,0,0,0,3.54
30818.0,8.0,0,0,0,2.88
19894.0,7.8,0,0,0,3.81
266247.0,7.2,0,0,0,3.64
36720.0,6.1,0,0,0,3.23
21060.0,7.4,0,0,0,3.68
7111.0,7.1,0,0,0,2.83
131967.0,6.3,0,0,0,2.48
2751512.0,7.5,0,0,130000000.0,3.45
1782207.0,7.2,0,0,200000000.0,3.03
2475889.0,7.5,0,0,150000000.0,3.6
896702.0,7.4,0,0,76000000.0,3.03
1134513.0,7.1,0,0,225000000.0,2.54
954656.0,7.8,0,0,100000000.0,3.94
472061.0,7.3,0,0,0,3.03
4067604.0,7.9,0,0,0,3.49
1339372.0,5.1,0,0,160000000.0,1.94
811662.0,6.3,0,0,215000000.0,2.35
189182.0,7.8,0,0,190000000.0,3.52
1162406.0,7.0,0,0,170000000.0,2.65
960378.0,7.0,0,0,190000000.0,2.89
829993.0,7.2,0,0,135000000.0,2.98
359183.0,6.6,0,0,43000000.0,3.06
414591.0,7.3,0,0,40000000.0,3.92
533243.0,7.3,0,0,105000000.0,2.91
194654.0,7.5,0,0,20000000.0,2.97
51084.0,5.7,0,0,35000000.0,1.95
242535.0,5.4,0,0,80000000.0,0.87
827629.0,6.7,0,0,120000000.0,2.35
175228.0,6.3,0,0,50000000.0,2.39
65506.0,7.5,0,0,40000000.0,2.11
352816.0,5.8,0,0,130000000.0,1.81
350814.0,6.4,0,0,78000000.0,2.48
120290.0,7.3,0,0,75000000.0,2.77
821833.0,8.2,0,0,100000000.0,3.36
139777.0,7.2,0,0,30000000.0,2.89
1236797.0,5.9,0,0,103000000.0,1.48
401824.0,6.7,0,0,100000000.0,2.63
369129.0,7.8,0,0,55000000.0,3.54
67167.0,6.5,0,0,15000000.0,2.12
519159.0,6.9,0,0,190000000.0,2.85
20881.0,6.6,0,0,32000000.0,2.72
169420.0,6.5,0,0,70000000.0,1.49
708821.0,6.6,0,0,115000000.0,3.43
1269215.0,5.7,0,0,50000000.0,1.78
561869.0,6.5,0,0,215000000.0,2.79
690204.0,7.0,0,0,120000000.0,2.67
174733.0,6.6,0,0,5000000.0,1.98
58373.0,7.5,0,0,35000000.0,3.17
605134.0,6.5,0,0,135000000.0,2.47
191533.0,6.7,0,0,61000000.0,2.44
275491.0,6.4,0,0,150000000.0,2.42
134728.0,6.2,0,0,15000000.0,2.44
816653.0,5.4,0,0,105000000.0,1.58
195866.0,5.9,0,0,90000000.0,2.2
827582.0,5.3,0,0,92000000.0,1.62
230917.0,6.3,0,0,195000000.0,2.39
83348.0,5.7,0,0,3000000.0,2.01
96737.0,6.6,0,0,28000000.0,2.11
151559.0,6.7,0,0,110000000.0,2.2
185581.0,8.1,0,0,46000000.0,3.76
464523.0,4.9,0,0,130000000.0,1.65
440148.0,7.3,0,0,90000000.0,3.02
130229.0,8.1,0,0,20000000.0,4.29
221164.0,7.2,0,0,50000000.0,1.17
146840.0,6.5,0,0,17000000.0,1.99
58090.0,6.7,0,0,84000000.0,1.87
28878.0,6.7,0,0,13000000.0,2.73
149955.0,6.4,0,0,26000000.0,2.08
384702.0,6.7,0,0,60000000.0,2.26
45378.0,8.1,0,0,10000000.0,3.6
148318.0,6.3,0,0,58000000.0,1.75
80792.0,6.4,0,0,38000000.0,1.77
198650.0,7.2,0,0,0,3.29
103423.0,7.6,0,0,12000000.0,4.02
56756.0,6.3,0,0,30000000.0,2.21
329910.0,5.2,0,0,80000000.0,2.24
67629.0,5.9,0,0,30000000.0,2.31
177140.0,4.8,0,0,0,1.52
100346.0,7.3,0,0,0,3.8
63165.0,7.1,0,0,0,3.29
108769.0,3.5,0,0,20000000.0,0.99
261483.0,5.9,0,0,60000000.0,2.32
98108.0,6.4,0,0,26000000.0,2.11
280853.0,4.1,0,0,10000000.0,1.93
175925.0,6.6,0,0,28000000.0,3.12
102202.0,8.0,0,0,5000000.0,3.62
192579.0,8.1,0,0,38000000.0,3.53
167229.0,5.9,0,0,40000000.0,1.68
56843.0,8.0,0,0,23000000.0,3.71
146839.0,6.7,0,0,0,2.24
86960.0,6.6,0,0,3000000.0,2.64
24890.0,7.4,0,0,0,3.26
202530.0,7.6,0,0,0,2.72
120413.0,7.3,0,0,15000000.0,3.64
211415.0,6.2,0,0,60000000.0,2.65
190502.0,5.6,0,0,30000000.0,1.79
46201.0,6.5,0,0,0,2.94
32072.0,6.8,0,0,0,2.94
15546.0,7.7,0,0,12000000.0,3.68
201279.0,5.3,0,0,25000000.0,2.06
82034.0,5.9,0,0,12000000.0,2.48
42874.0,7.5,0,0,0,4.01
114355.0,7.8,0,0,0,2.79
40810.0,5.3,0,0,5000000.0,3.14
41570.0,7.5,0,0,0,3.94
3339.0,5.0,0,0,20000000.0,1.17
82802.0,7.1,0,0,0,2.96
42366.0,7.9,0,0,0,3.54
14444.0,5.7,0,0,35000000.0,1.7
114018.0,7.2,0,0,5000000.0,3.1
86611.0,5.6,0,0,0,3.3
31731.0,7.4,0,0,0,3.51
59341.0,7.8,0,0,0,3.94
14376.0,7.4,0,0,0,3.73
7712.0,6.9,0,0,20000000.0,2.94
15633.0,6.5,0,0,0,2.54
3596.0,6.3,0,0,0,2.0
17436.0,7.0,0,0,0,3.05
11416.0,7.6,0,0,0,4.11
54684.0,7.2,0,0,0,2.67
22420.0,7.8,0,0,0,4.08
9716.0,6.3,0,0,0,3.23
38466.0,5.7,0,0,0,1.91
168910.0,8.3,0,0,0,3.93
11771.0,6.9,0,0,0,3.26
31787.0,7.4,0,0,0,3.68
7602.0,6.9,0,0,0,3.61
8842.0,7.6,0,0,0,3.53
6090.0,6.9,0,0,0,3.27
4966.0,6.5,0,0,0,3.13
67827.0,5.7,0,0,0,2.51
19300.0,7.3,0,0,0,4.21
99206.0,7.4,0,0,65000000.0,3.45
1169193.0,8.4,0,0,100000000.0,3.74
160532.0,7.4,0,0,40000000.0,3.79
207261.0,7.3,0,0,31000000.0,3.1
646148.0,7.0,0,0,60000000.0,2.46
65478.0,7.2,0,0,17000000.0,2.61
41700.0,7.0,0,0,39000000.0,3.77
152216.0,7.5,0,0,0,3.08
37418.0,7.1,0,0,0,3.37
147056.0,6.6,0,0,0,3.36
105564.0,7.3,0,0,0,4.07
4238.0,5.9,0,0,0,2.76
104227.0,6.8,0,0,0,3.01
440929.0,7.8,0,0,90000000.0,3.4
13108.0,6.5,0,0,0,3.52
