revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating
51748.0,7.5,58.0,4773.0,0,3.36
78394.0,5.3,106.0,34938.0,10000000.0,0
177642.0,5.7,55.0,25616.0,35000000.0,1.93
36940.0,8.2,23.0,0,19500000.0,2.44
50045.0,7.2,611.0,32218.0,30000000.0,3.51
43872.0,8.2,371.0,461.0,0,4.01
121277.0,7.2,1.0,660.0,0,4.26
166258.0,7.1,1190.0,1161.0,0,3.19
92942.0,7.3,4.0,1041.0,35000000.0,3.67
46121.0,7.8,4.0,243.0,0,4.45
11149.0,6.7,70.0,856.0,600000.0,3.63
56563.0,7.0,80.0,1074.0,0,2.5
9743.0,5.2,8.0,196.0,10000000.0,4.51
11795.0,6.2,98.0,192.0,0,0
15801.0,8.3,94.0,11.0,0,3.92
23272.0,8.1,1.0,27.0,0,3.65
