revenue,imdb_rating,wiki_sv,wiki_en,production_budget,sf_rating,mpaa_rating
548481.0,6.4,0,938.0,74000000.0,2.83,PG
480089.0,6.9,0,0,95000000.0,1.97,PG
2815877.0,6.8,25.0,4584.0,245000000.0,3.4,PG-13
889100.0,7.4,371.0,497.0,150000000.0,3.43,PG-13
228020.0,6.4,0,0,29000000.0,2.79,PG-13
911530.0,8.0,1183.0,1302.0,135000000.0,3.76,R
547623.0,7.3,261.0,27753.0,130000000.0,3.39,PG-13
534341.0,6.7,0,0,135000000.0,2.65,PG
544666.0,6.7,75.0,7748.0,80000000.0,2.46,PG
2696028.0,4.1,0,0,40000000.0,2.03,R
242947.0,6.0,0,0,74000000.0,2.56,PG
267029.0,7.9,66.0,12902.0,28000000.0,3.11,R
408882.0,6.1,0,0,110000000.0,2.19,PG-13
599811.0,8.1,0,0,150000000.0,0,R
580867.0,6.2,0,0,110000000.0,2.69,PG-13
384910.0,7.1,23.0,6860.0,99000000.0,2.73,G
501633.0,7.7,0,0,81000000.0,2.93,R
333327.0,7.0,0,0,65000000.0,3.03,R
57133.0,6.2,5.0,188.0,35000000.0,0,R
88580.0,7.6,6.0,999.0,35000000.0,3.61,PG-13
181447.0,6.5,0,0,190000000.0,2.85,PG
354708.0,6.5,0,0,155000000.0,0,PG-13
751955.0,6.0,0,0,48000000.0,1.77,PG-13
630450.0,6.3,74.0,31526.0,61000000.0,2.33,PG-13
322627.0,6.3,160.0,22610.0,68000000.0,2.72,R
153417.0,5.6,61.0,660.0,88000000.0,0,PG-13
509781.0,7.2,0,0,55000000.0,3.93,PG
194870.0,7.6,334.0,304.0,40000000.0,3.33,PG-13
51497.0,4.4,0,0,30000000.0,1.28,PG
187336.0,7.8,234.0,15337.0,28000000.0,3.75,R
231372.0,5.6,113.0,37873.0,14800000.0,2.4,R
116936.0,6.7,0,0,23000000.0,1.86,R
240896.0,6.9,0,1677.0,53000000.0,3.36,R
145540.0,6.1,226.0,460.0,31000000.0,0,R
211384.0,6.6,8.0,2112.0,60000000.0,2.63,PG-13
228588.0,4.3,45.0,42563.0,120000000.0,2.35,PG-13
638973.0,7.8,409.0,61150.0,44000000.0,3.32,R
309065.0,6.6,0,0,50100000.0,2.26,R
80731.0,7.4,3.0,773.0,30000000.0,2.71,R
123861.0,6.1,0,0,10000000.0,1.85,PG-13
63677.0,4.9,0,0,35000000.0,2.36,PG-13
254331.0,5.3,0,0,176000000.0,1.26,PG-13
141363.0,7.6,157.0,1185.0,30000000.0,3.38,R
138833.0,7.3,0,429.0,75000000.0,0,PG-13
357685.0,7.1,0,2.0,55000000.0,2.9,PG-13
74703.0,6.4,2.0,340.0,25000000.0,2.0,R
27152.0,5.1,0,0,35000000.0,1.57,PG-13
48913.0,6.5,0,0,8500000.0,3.03,PG-13
63031.0,7.3,0,5991.0,11000000.0,3.12,PG-13
138021.0,6.6,0,0,10000000.0,2.46,PG
217398.0,8.5,0,0,30000000.0,0,R
175150.0,6.8,0,0,49000000.0,3.09,R
236615.0,6.5,0,91463.0,55000000.0,3.01,R
143554.0,5.3,0,0,105000000.0,0,PG-13
78394.0,5.3,106.0,34938.0,10000000.0,0,R
45133.0,5.9,0,4171.0,18000000.0,2.83,PG-13
204528.0,6.6,0,0,50000000.0,2.56,R
177642.0,5.7,55.0,25616.0,35000000.0,1.93,R
36940.0,8.2,23.0,0,19500000.0,2.44,PG-13
62349.0,7.5,0,0,5000000.0,3.58,PG-13
50045.0,7.2,611.0,32218.0,30000000.0,3.51,R
78043.0,5.5,0,0,95000000.0,1.75,PG-13
92942.0,7.3,4.0,1041.0,35000000.0,3.67,PG
53701.0,5.4,0,0,70000000.0,2.03,R
11149.0,6.7,70.0,856.0,600000.0,3.63,R
56630.0,7.1,0,0,22500000.0,2.49,R
9743.0,5.2,8.0,196.0,10000000.0,4.51,R
592376.0,7.3,0,0,58800000.0,2.39,R
2479542.0,6.7,0,0,125000000.0,3.41,PG-13
1203350.0,8.1,0,0,170000000.0,2.86,PG-13
662301.0,7.8,0,0,170000000.0,0,PG-13
683843.0,7.8,0,0,60000000.0,3.15,PG
665419.0,5.7,0,0,210000000.0,0,PG-13
570384.0,7.0,0,0,180000000.0,2.72,PG
933813.0,8.0,0,0,200000000.0,0,PG-13
1008111.0,7.8,0,0,165000000.0,3.69,PG
981934.0,7.6,0,0,170000000.0,3.45,PG-13
845286.0,6.4,0,0,160000000.0,2.23,PG-13
504222.0,7.0,0,0,50000000.0,2.58,R
578121.0,5.8,0,0,125000000.0,1.9,PG-13
1366682.0,8.6,0,0,165000000.0,3.6,PG-13
1140226.0,7.8,0,0,145000000.0,2.94,PG
578479.0,8.1,0,0,61000000.0,3.6,R
457362.0,6.7,0,0,85000000.0,2.69,PG-13
339414.0,6.3,0,0,18000000.0,0,R
725902.0,6.3,0,0,103000000.0,2.65,G
98362.0,6.0,0,0,50000000.0,2.61,PG
409811.0,6.4,0,0,40000000.0,2.49,R
297673.0,7.8,0,0,12000000.0,3.35,PG-13
360496.0,7.2,0,0,65000000.0,2.64,PG-13
346695.0,6.2,0,0,127000000.0,2.89,PG
382985.0,6.8,0,0,145000000.0,3.23,PG
685514.0,6.2,0,0,110000000.0,1.82,R
653345.0,6.8,0,0,34000000.0,2.46,PG-13
329316.0,7.2,0,0,55000000.0,2.42,R
708699.0,5.8,0,0,125000000.0,2.31,PG-13
451149.0,7.9,0,0,178000000.0,2.88,PG-13
254899.0,7.0,0,0,50000000.0,2.7,PG-13
816838.0,5.6,0,0,40000000.0,1.79,PG-13
117804.0,5.3,0,0,65000000.0,2.17,PG
603696.0,7.6,0,0,68000000.0,2.45,R
416310.0,5.4,0,0,6500000.0,2.58,R
462852.0,6.0,0,0,40000000.0,2.17,PG-13
520808.0,6.7,0,0,132000000.0,2.56,PG
414464.0,6.5,0,0,17000000.0,0,R
501552.0,6.1,0,0,70000000.0,1.95,PG-13
154476.0,6.0,0,0,100000000.0,2.59,PG-13
114303.0,6.5,0,0,9000000.0,2.72,R
768417.0,6.0,0,0,140000000.0,2.27,PG-13
92300.0,5.8,0,938.0,42000000.0,0,PG
496316.0,8.1,0,0,25000000.0,4.08,R
692317.0,6.0,0,0,50000000.0,2.17,PG
555296.0,6.2,0,0,100000000.0,2.54,PG-13
455109.0,6.3,0,0,70000000.0,1.81,PG-13
111865.0,7.3,0,0,22000000.0,0,PG
110392.0,4.5,0,0,5000000.0,1.53,PG-13
156416.0,6.8,0,0,60000000.0,2.93,PG
232247.0,6.2,0,0,60000000.0,2.19,PG-13
15329.0,6.8,0,0,11000000.0,0,PG-13
124690.0,5.8,0,0,50000000.0,2.23,PG-13
22850.0,6.5,0,0,40000000.0,0.99,PG-13
391424.0,6.5,0,0,66000000.0,1.85,PG-13
194560.0,6.1,0,0,40000000.0,1.97,R
51796.0,7.3,0,0,20000000.0,1.96,R
93529.0,7.7,0,0,18000000.0,4.15,R
199162.0,5.1,0,0,40000000.0,2.06,R
129274.0,7.7,0,0,15000000.0,3.25,PG-13
220035.0,5.0,0,0,5000000.0,0,R
93616.0,6.2,0,0,30000000.0,2.15,R
40510.0,6.5,0,0,5000000.0,2.31,R
89304.0,6.5,0,0,28000000.0,2.36,R
50678.0,7.9,0,0,4000000.0,4.36,R
56101.0,5.5,0,0,100000000.0,1.56,PG-13
56163.0,6.3,0,0,100000000.0,1.88,PG-13
41885.0,5.7,0,0,28000000.0,1.48,PG-13
26805.0,5.1,0,0,65000000.0,1.17,PG-13
19774.0,8.5,0,0,3300000.0,3.49,R
16703.0,7.0,0,0,20000000.0,3.83,R
2751512.0,7.5,0,0,130000000.0,3.45,PG-13
1782207.0,7.2,0,0,200000000.0,3.03,PG-13
2475889.0,7.5,0,0,150000000.0,3.6,PG
896702.0,7.4,0,0,76000000.0,3.03,PG
1134513.0,7.1,0,0,225000000.0,2.54,PG-13
954656.0,7.8,0,0,100000000.0,3.94,PG-13
1339372.0,5.1,0,0,160000000.0,1.94,PG-13
811662.0,6.3,0,0,215000000.0,2.35,PG
189182.0,7.8,0,0,190000000.0,3.52,PG-13
1162406.0,7.0,0,0,170000000.0,2.65,PG-13
960378.0,7.0,0,0,190000000.0,2.89,PG-13
829993.0,7.2,0,0,135000000.0,2.98,PG
359183.0,6.6,0,0,43000000.0,3.06,R
326995.0,7.0,0,0,37000000.0,0,R
414591.0,7.3,0,0,40000000.0,3.92,R
533243.0,7.3,0,0,105000000.0,2.91,PG-13
194654.0,7.5,0,0,20000000.0,2.97,R
51084.0,5.7,0,0,35000000.0,1.95,R
242535.0,5.4,0,0,80000000.0,0.87,PG-13
827629.0,6.7,0,0,120000000.0,2.35,PG-13
175228.0,6.3,0,0,50000000.0,2.39,PG-13
65506.0,7.5,0,0,40000000.0,2.11,R
352816.0,5.8,0,0,130000000.0,1.81,PG-13
350814.0,6.4,0,0,78000000.0,2.48,PG
120290.0,7.3,0,0,75000000.0,2.77,PG-13
821833.0,8.2,0,0,100000000.0,3.36,R
139777.0,7.2,0,0,30000000.0,2.89,PG-13
1236797.0,5.9,0,0,103000000.0,1.48,R
401824.0,6.7,0,0,100000000.0,2.63,PG
369129.0,7.8,0,0,55000000.0,3.54,PG-13
67167.0,6.5,0,0,15000000.0,2.12,R
519159.0,6.9,0,0,190000000.0,2.85,PG-13
20881.0,6.6,0,0,32000000.0,2.72,R
169420.0,6.5,0,0,70000000.0,1.49,R
708821.0,6.6,0,0,115000000.0,3.43,R
1269215.0,5.7,0,0,50000000.0,1.78,PG
561869.0,6.5,0,0,215000000.0,2.79,PG-13
690204.0,7.0,0,0,120000000.0,2.67,PG-13
174733.0,6.6,0,0,5000000.0,1.98,PG-13
58373.0,7.5,0,0,35000000.0,3.17,PG-13
605134.0,6.5,0,0,135000000.0,2.47,PG
191533.0,6.7,0,0,61000000.0,2.44,R
275491.0,6.4,0,0,150000000.0,2.42,PG-13
134728.0,6.2,0,0,15000000.0,2.44,PG-13
816653.0,5.4,0,0,105000000.0,1.58,PG
195866.0,5.9,0,0,90000000.0,2.2,PG
827582.0,5.3,0,0,92000000.0,1.62,R
230917.0,6.3,0,0,195000000.0,2.39,PG-13
83348.0,5.7,0,0,3000000.0,2.01,R
96737.0,6.6,0,0,28000000.0,2.11,PG-13
151559.0,6.7,0,0,110000000.0,2.2,PG-13
185581.0,8.1,0,0,46000000.0,3.76,R
464523.0,4.9,0,0,130000000.0,1.65,PG-13
440148.0,7.3,0,0,90000000.0,3.02,PG
130229.0,8.1,0,0,20000000.0,4.29,R
221164.0,7.2,0,0,50000000.0,1.17,R
146840.0,6.5,0,0,17000000.0,1.99,R
58090.0,6.7,0,0,84000000.0,1.87,PG-13
28878.0,6.7,0,0,13000000.0,2.73,R
149955.0,6.4,0,0,26000000.0,2.08,R
384702.0,6.7,0,0,60000000.0,2.26,R
45378.0,8.1,0,0,10000000.0,3.6,PG-13
148318.0,6.3,0,0,58000000.0,1.75,PG-13
80792.0,6.4,0,0,38000000.0,1.77,R
103423.0,7.6,0,0,12000000.0,4.02,PG-13
56756.0,6.3,0,0,30000000.0,,R
329910.0,5.2,0,0,80000000.0,2.24,PG
67629.0,5.9,0,0,30000000.0,2.31,R
108769.0,3.5,0,0,20000000.0,0.99,PG-13
261483.0,5.9,0,0,60000000.0,2.32,PG-13
98108.0,6.4,0,0,26000000.0,2.11,PG-13
280853.0,4.1,0,0,10000000.0,1.93,PG
175925.0,6.6,0,0,28000000.0,3.12,R
102202.0,8.0,0,0,5000000.0,3.62,R
192579.0,8.1,0,0,38000000.0,3.53,R
167229.0,5.9,0,0,40000000.0,1.68,PG-13
56843.0,8.0,0,0,23000000.0,3.71,R
86960.0,6.6,0,0,3000000.0,2.64,R
120413.0,7.3,0,0,15000000.0,3.64,R
211415.0,6.2,0,0,60000000.0,2.65,PG-13
190502.0,5.6,0,0,30000000.0,1.79,R
15546.0,7.7,0,0,12000000.0,3.68,R
201279.0,5.3,0,0,25000000.0,2.06,R
82034.0,5.9,0,0,12000000.0,2.48,PG-13
40810.0,5.3,0,0,5000000.0,3.14,R
3339.0,5.0,0,0,20000000.0,1.17,PG-13
14444.0,5.7,0,0,35000000.0,1.7,PG-13
114018.0,7.2,0,0,5000000.0,3.1,PG
7712.0,6.9,0,0,20000000.0,2.94,R
2288528.0,8.1,0,0,220000000.0,0,PG-13
2081565.0,8.4,0,0,250000000.0,0,PG-13
1331296.0,7.2,0,0,78000000.0,0,PG-13
2878058.0,7.8,0,0,200000000.0,0,PG-13
2312287.0,5.5,0,0,120000000.0,0,PG-13
1163265.0,7.0,0,0,230000000.0,0,PG-13
1507098.0,7.1,0,0,185000000.0,0,PG
697034.0,7.0,0,0,50000000.0,0,R
712277.0,6.9,0,0,145000000.0,0,PG
192097.0,6.4,0,0,70000000.0,0,PG
109640.0,7.7,0,0,165000000.0,0,PG
99206.0,7.4,0,0,65000000.0,3.45,PG-13
470943.0,5.8,0,0,225000000.0,0,PG-13
1169193.0,8.4,0,0,100000000.0,3.74,R
1284411.0,6.6,0,0,95000000.0,0,PG
685150.0,6.1,0,0,170000000.0,0,PG-13
562617.0,7.6,0,0,61000000.0,0,PG-13
618972.0,7.1,0,0,85000000.0,0,PG
410840.0,6.3,0,0,45000000.0,0,PG-13
167560.0,7.2,0,0,42000000.0,0,R
255994.0,7.7,0,0,44500000.0,0,R
1804827.0,7.0,0,0,130000000.0,0,R
324014.0,6.8,0,0,85000000.0,0,R
124655.0,6.8,0,0,30000000.0,0,PG-13
604439.0,7.9,0,0,120000000.0,0,PG
69940.0,6.1,0,0,7000000.0,0,R
416689.0,6.7,0,0,125000000.0,0,PG-13
326245.0,5.8,0,0,79000000.0,0,PG
361441.0,7.3,0,0,145000000.0,0,PG
160532.0,7.4,0,0,40000000.0,3.79,R
207261.0,7.3,0,0,31000000.0,3.1,R
366471.0,6.6,0,0,100000000.0,0,R
418046.0,5.8,0,0,150000000.0,0,PG-13
646148.0,7.0,0,0,60000000.0,2.46,PG-13
599289.0,6.2,0,0,150000000.0,0,PG-13
526701.0,6.6,0,0,250000000.0,0,PG-13
223365.0,7.4,0,0,30000000.0,0,R
527884.0,5.8,0,0,209000000.0,0,PG-13
65478.0,7.2,0,0,17000000.0,2.61,PG-13
51038.0,5.6,0,0,85000000.0,0,PG
150495.0,7.1,0,0,12000000.0,0,PG-13
79897.0,6.4,0,0,70000000.0,0,R
549699.0,6.4,0,0,65000000.0,0,R
237452.0,6.3,0,0,125000000.0,0,PG-13
349558.0,7.2,0,0,18000000.0,0,PG-13
643923.0,6.7,0,0,50000000.0,0,R
101787.0,7.0,0,0,60000000.0,0,PG
319790.0,6.3,0,0,65000000.0,0,PG-13
440183.0,4.6,0,0,5000000.0,0,R
118102.0,4.2,0,0,1000000.0,0,R
78373.0,6.8,0,0,3000000.0,0,R
209179.0,6.5,0,0,45000000.0,0,R
129447.0,7.3,0,0,10000000.0,0,PG-13
75584.0,7.8,0,0,16000000.0,0,PG-13
372794.0,5.4,0,0,65000000.0,0,R
36329.0,5.7,0,0,40000000.0,0,PG-13
46554.0,7.6,0,0,7000000.0,0,R
90941.0,5.9,0,0,75000000.0,0,PG-13
292647.0,5.9,0,0,69000000.0,0,R
141406.0,5.7,0,0,68000000.0,0,R
41700.0,7.0,0,0,39000000.0,3.77,PG
291896.0,6.7,0,0,55000000.0,0,PG
2027.0,6.5,0,0,35000000.0,0,PG-13
87667.0,7.1,0,0,50000000.0,0,R
26241.0,7.9,0,0,8900000.0,0,PG-13
1216066.0,6.3,0,0,195000000.0,0,PG-13
2350930.0,6.4,0,0,110000000.0,0,PG-13
1122607.0,6.5,0,0,80000000.0,0,R
3419675.0,6.6,0,0,250000000.0,0,PG-13
960030.0,7.3,0,0,125000000.0,0,PG-13
1050893.0,7.4,0,0,145000000.0,0,PG-13
2006735.0,6.2,0,0,200000000.0,0,G
623099.0,7.0,0,0,150000000.0,0,PG-13
600908.0,7.6,0,0,93000000.0,0,PG-13
502855.0,6.9,0,0,140000000.0,0,PG-13
131567.0,8.1,0,0,25000000.0,0,PG-13
381072.0,6.8,0,0,32500000.0,0,R
545729.0,7.3,0,0,150000000.0,0,PG
1153161.0,6.7,0,0,130000000.0,0,PG
622813.0,7.8,0,0,160000000.0,0,PG-13
555913.0,6.9,0,0,90000000.0,0,G
1118644.0,5.5,0,0,110000000.0,0,PG
418866.0,4.4,0,0,75000000.0,0,G
522919.0,7.0,0,0,50000000.0,0,PG-13
309628.0,7.2,0,0,135000000.0,0,PG
136641.0,6.9,0,0,35000000.0,0,R
253634.0,5.5,0,0,63000000.0,0,PG
212626.0,5.8,0,0,5000000.0,0,R
218627.0,6.4,0,0,80000000.0,0,PG-13
440929.0,7.8,0,0,90000000.0,3.4,R
242254.0,5.7,0,0,20000000.0,0,R
220676.0,6./,0,0,163000000.0,0,PG-13
365227.0,5.8,0,0,120000000.0,0,PG-13
234677.0,7.4,0,0,50000000.0,0,PG-13
129884.0,5.8,0,0,70000000.0,0,PG-13
316836.0,6.0,0,0,75000000.0,0,R
57893.0,5.2,0,0,80000000.0,0,PG
149917.0,7.2,0,0,66000000.0,0,PG-13
97576.0,7.8,0,0,27000000.0,0,PG-13
180014.0,6.2,,,75000000.0,0,PG-13
318336.0,6.6,,,60000000.0,0,PG-13
16790.0,7.6,,,50000000.0,0,PG-13
41770.0,3.4,,,79000000.0,0,PG
130817.0,1.6,,,13000000.0,0,G
92601.0,6.2,,,25000000.0,0,R
139001.0,6.0,,,55000000.0,0,PG
36408.0,6.9,,,30000000.0,0,PG-13
228984.0,7.1,,,50200000.0,0,PG-13
261858.0,6.9,,,38000000.0,0,PG-13
52061.0,7.3,,,40000000.0,0,R
177713.0,7.7,,,17000000.0,0,PG-13
204881.0,6.6,,,35000000.0,0,R
539792.0,6.1,,,60000000.0,0,PG-13
90767.0,7.5,,,32000000.0,0,PG-13
156244.0,5.7,,,56000000.0,0,PG-13
66269.0,6.8,,,1500000.0,0,PG-13
129239.0,7.9,,,15000000.0,0,PG-13
120836.0,5.9,,,40000000.0,0,R
32768.0,6.8,,,30000000.0,0,PG-13
116330.0,5.9,,,35000000.0,0,PG-13
305730.0,3.5,,,27000000.0,0,PG
265755.0,6.2,,,40000000.0,0,R
130803.0,4.4,,,32000000.0,0,PG-13
147487.0,5.4,,,42000000.0,0,PG-13
366971.0,6.7,,,40000000.0,0,PG-13
69781.0,6.6,,,35000000.0,0,R
80534.0,6.4,,,40000000.0,0,PG-13
249302.0,6.1,,,82000000.0,0,PG-13
75952.0,6.1,,,30000000.0,0,PG-13
134476.0,7.8,,,15000000.0,0,R
31862.0,7.7,,,8000000.0,0,R
122043.0,6.0,,,37000000.0,0,PG-13
32894.0,5.7,,,40000000.0,0,PG-13
127312.0,5.7,,,60000000.0,0,PG-13
335002.0,7.2,,,30000000.0,0,G
539359.0,5.9,,,30000000.0,0,R
259336.0,4.9,,,30000000.0,0,PG-13
134093.0,5.2,,,90000000.0,0,R
18091.0,4.0,,,25000000.0,0,PG-13
67220.0,6.4,,,30000000.0,0,R
246025.0,7.0,,,15000000.0,0,PG-13
41614.0,6.8,,,32000000.0,0,PG-13
24633.0,6.2,,,45000000.0,0,R
21159.0,5.8,,,25000000.0,0,R
28263.0,4.9,,,24000000.0,0,PG-13
439570.0,6.3,,,45000000.0,0,PG
9043.0,7.2,,,3200000.0,0,R
2827.0,6.9,,,30000000.0,0,PG-13
34144.0,7.3,,,30000000.0,0,PG-13
999.0,3.3,,,10000000.0,0,R
18498.0,8.2,,,6800000.0,0,R
232957.0,7.7,,,5500000.0,0,R
11501.0,5.8,,,12000000.0,0,R
1553489.0,8.3,0,0,200000000.0,0,G
1400636.0,6.5,0,0,200000000.0,0,PG
527540.0,7.0,0,0,200000000.0,0,PG-13
1164726.0,5.0,0,0,68000000.0,0,PG-13
1030783.0,8.8,0,0,160000000.0,0,PG-13
530655.0,7.7,0,0,69000000.0,0,PG
352906.0,6.3,0,0,165000000.0,0,PG
578187.0,8.1,0,0,165000000.0,0,PG
1828543.0,7.8,0,0,260000000.0,0,PG
339716.0,7.2,0,0,40000000.0,0,PG
544951.0,6.8,0,0,170000000.0,0,PG
325706.0,7.6,0,0,38000000.0,0,PG-13
517249.0,5.8,0,0,125000000.0,0,PG-13
245176.0,6.0,0,0,80000000.0,0,PG-13
373155.0,5.5,0,0,100000000.0,0,PG-13
236940.0,7.3,0,0,130000000.0,0,PG
395820.0,8.0,0,0,15000000.0,0,R
548301.0,4.2,0,0,150000000.0,0,PG
459203.0,8.1,0,0,80000000.0,0,R
239983.0,6.7,0,0,100000000.0,0,PG-13
255389.0,6.4,0,0,110000000.0,0,PG-13
4668.0,7.0,0,0,20000000.0,0,R
37736.0,5.7,0,0,52000000.0,0,PG-13
396048.0,8.0,0,0,13000000.0,0,R
852841.0,6.7,0,0,200000000.0,0,PG-13
1174539.0,6.3,0,0,155000000.0,0,PG
220680.0,6.5,0,0,80000000.0,0,R
422217.0,6.6,0,0,65000000.0,0,R
374083.0,4.6,0,0,80000000.0,0,PG
399104.0,7.7,0,0,40000000.0,0,PG-13
1155874.0,4.4,0,0,100000000.0,0,R
126540.0,7.8,0,0,25000000.0,0,R
151911.0,7.6,0,0,37000000.0,0,R
435143.0,6.6,0,0,200000000.0,0,PG-13
76585.0,7.1,0,0,58000000.0,0,PG-13
255909.0,6.8,0,0,95000000.0,0,PG
144900.0,5.7,0,0,3000000.0,0,R
149091.0,6.8,0,0,100000000.0,0,PG-13
203032.0,5.7,0,0,60000000.0,0,PG-13
31671.0,6.3,0,0,25000000.0,0,PG-13
234218.0,7.6,0,0,110000000.0,0,PG-13
365390.0,6.3,0,0,117000000.0,0,PG-13
